id;nom;statut;type;sources;catalyseurs;comportement;valeurs;limites;visuel;condition_tardive
EVO_089;Gatsūga — Crocs de la meute;CO;EVOLUTION;"[""JUT_294""]";"[""PAS_053""]";"Quatre vrilles en croix double ; celles d'Akamaru ricochent sur les bords de l'écran.";"4 × 40 ; délai 2,6 s";—;Vrilles grises et blanches croisées.;
EVO_090;Nikudan Hari Sensha (Char hérissé);OA;EVOLUTION;"[""JUT_285""]";"[""PAS_011""]";Boule hérissée qui perce tout, ricoche 4 fois et laisse des pointes au sol (Makibishi).;"50 ; pointes 6 par pas ; délai 3,5 s";—;Boule couverte de pointes (kunai), traces.;
EVO_091;Amaterasu — Brasier inextinguible;CO;EVOLUTION;"[""JUT_309""]";"[""PAS_035""]";"Les flammes noires se transmettent sans limite de génération à la mort, mais seulement 1 cumul à chaque fois ; le sol brûle en noir 2 s.";"Brûlure noire 5 cumuls ; sol 12 par tick ; délai 6 s";Budget d'événements par tick respecté.;Flammes noires à contour blanc 1 px, sol noirci à liseré rouge.;
EVO_092;Kamui — Double spirale;CO;EVOLUTION;"[""JUT_310""]";"[""PAS_035""]";"Deux spirales simultanées de 2,5 m ; seuil d'élimination porté à 55 %.";"80 ; délai 6 s";Élites et boss : dégâts.;Spirales jumelles.;
EVO_093;Shinra Tensei — Répulsion céleste;CO;EVOLUTION;"[""JUT_313""]";"[""PAS_035""]";"Onde de 9 m ; les ennemis repoussés contre un obstacle subissent un choc supplémentaire.";"60 ; choc 40 ; recul 5 m ; délai 9 s";Recul réduit dans les zones alliées.;Anneau blanc qui plie le décor, cratère.;
EVO_094;Byakugan — Vision absolue;CO;EVOLUTION;"[""JUT_312""]";"[""PAS_047""]";"Marque 6 ennemis ; chaque Marqué fait +50 % aux 3 prochains coups et révèle les assassins invisibles à 16 m.";"+50 % additif ; délai 4 s";—;Réseau de points vitaux plus dense.;
EVO_095;Susanoo — Cage thoracique;CO;EVOLUTION;"[""JUT_318""]";"[""PAS_051""]";Le bras balaie à 180° et une cage thoracique donne un bouclier de 15 % PV max toutes les 8 s.;"70 ; bouclier 15 % ; délai 2,6 s";Plafond de bouclier.;Côtes translucides autour du sprite, bras plus grand.;
EVO_096;Fūton — Rasenshuriken;OA;FUSION;"[""JUT_281"", ""JUT_080""]";"[""PAS_038""]";"Shuriken de vent à noyau d'orbe lancé vers le groupe le plus dense ; à l'impact, dôme de lames microscopiques 1 s qui touche toutes les 0,1 s.";"Impact 80 ; dôme 10 × 12 (r 3 m) ; délai 3,5 s";"Dôme : 1 touche/0,1 s par cible ; pas de flash plein écran.";"Orbe bleu avec 4 lames blanches en rotation ; dôme blanc strié, son aigu continu.";
EVO_097;Tempête de feu;CO;FUSION;"[""JUT_001"", ""JUT_073""]";[];La bourrasque porte une boule de feu qui se déploie en mur de flammes de 8 m avançant sur 10 m.;"90 ; Brûlure +3 ; délai 3,0 s";—;Front de feu attisé à lignes de vent, braises horizontales.;
EVO_098;Brouillard ébouillantant;CO;FUSION;"[""JUT_028"", ""JUT_015""]";[];Brume brûlante de 5 m autour du joueur : Vapeur (−20 % dégâts ennemis), Aveuglé et dégâts continus.;"10 par tick de 0,5 s ; durée 5 s ; délai 8 s";—;Brume blanche à reflets orange.;
EVO_099;Orage de Kiri;CO;FUSION;"[""JUT_039"", ""JUT_059""]";"[""PAS_037""]";Averse permanente (6 m) sur le joueur : toutes les 0,5 s, un éclair saute entre les ennemis Trempés (6 sauts).;"Éclairs 30 ; permanente";Déclenche SYN_001 au plus 2 fois/s.;Pluie oblique, arcs en chaîne entre gouttes.;
EVO_100;Météore de magma;CO;FUSION;"[""JUT_104"", ""JUT_008""]";[];Rocher incandescent lancé en cloche : explosion de 3,5 m puis lac de LAVE 3 s.;"120 ; lave 12 par tick ; délai 6 s";—;Rocher à fissures rouges, fumée noire.;
EVO_101;Gouffre de boue;CO;FUSION;"[""JUT_099"", ""JUT_040""]";[];Tourbillon de boue de 5 m qui aspire et engloutit les ordinaires sous 30 %.;"12 par tick de 0,5 s ; attraction 1,5 m/s ; durée 5 s ; délai 10 s";Boss non attirés.;Spirale brune et bleue.;
EVO_102;Tempête du désert;CO;FUSION;"[""JUT_133"", ""JUT_081""]";[];Tempête de sable errante de 4 m : Ensablé +1/s, Aveuglé, grains projetés.;"10 par tick de 0,3 s ; durée 7 s ; délai 11 s";1 tempête.;Colonne de sable ocre, grains en spirale.;
EVO_103;Kusanagi — Lame du courant des mille oiseaux;CO;FUSION;"[""JUT_199"", ""JUT_051""]";[];"Estocs électrifiés de 5 m ; chaque estoc décharge Chidori Nagashi en ligne sur toute la lame.";"70 ; Électrisé ; délai 1,1 s";—;Lame blanche enveloppée d'éclairs.;
EVO_104;Bataillon des crapauds ardents;CO;FUSION;"[""JUT_225"", ""JUT_010""]";[];4 crapauds crachent huile puis feu sur leurs cibles (combo en deux temps par crapaud).;"4 × 40 + Brûlure +2 ; durée 10 s ; délai 12 s";Compte 1 unité.;Crapauds à gourdes, jets bruns puis orange.;
EVO_105;Kurohigi — Kiki Ippatsu (Piège de la fourmi et du corbeau);OA;FUSION;"[""JUT_202"", ""JUT_203""]";"[""PAS_046""]";"Kuroari emprisonne une élite ; Karasu la transperce de 6 lames empoisonnées ; recommence toutes les 6 s.";"6 × 30 + Empoisonné +3 ; permanente";Boss : lames seulement (Vulnérable +10 %).;Torse qui se ferme, lames qui traversent en rayons.;
EVO_106;Rotation du vide;CO;FUSION;"[""JUT_297"", ""JUT_299""]";[];Rotation qui projette 8 paumes du vide en étoile à 8 m.;"Rotation 40 ; paumes 8 × 35 ; délai 4 s";—;Dôme bleu puis 8 demi-lunes.;
EVO_107;Étreinte mortelle de l'ombre;CO;FUSION;"[""JUT_282"", ""JUT_283""]";[];"L'ombre lie 4 cibles et les étrangle aussitôt ; les ordinaires éliminés propagent l'ombre (1 lien).";"20 par tick de 0,5 s ; Lié 2 s ; délai 4 s";Propagation profondeur 1.;Ruban noir ramifié, mains plates.;
EVO_108;Tombeau du désert;CO;FUSION;"[""JUT_131"", ""JUT_132""]";[];Cercueil puis enterrement automatique : chaque cible enveloppée est broyée et entraîne ses voisins (r 2 m).;"Broyage 110 ; voisins 40 ; délai 3 s";Boss : Vulnérable +15 %.;Sable qui se referme puis s'enfonce en entonnoir.;
EVO_109;Forteresse-prison de bois;CO;FUSION;"[""JUT_122"", ""JUT_123""]";[];"Le rempart s'ouvre vers l'avant ; toutes les 4 s, une cage tombe sur la cible la plus menaçante devant l'ouverture.";"Rempart 300 PV ; cage 45 + Entravé 2 s ; durée 8 s ; délai 12 s";Rempart toujours ouvert sur 120°.;Rempart de bois avec cages suspendues.;
EVO_110;Tigre et éléphant du soir;CO;FUSION;"[""JUT_168"", ""JUT_169""]";[];"Sekizō (5 coups) suivi d'Hirudora à la fin ; délai commun réduit.";"5 × 45 + 120 (r 4 m) ; délai 12 s";Réservé à Might Guy.;Poings concentriques puis tigre d'air.;
EVO_111;Enton — Brasier façonné;OA;FUSION;"[""JUT_309"", ""JUT_154""]";[];Les flammes noires posées sur une cible jaillissent en 5 pointes et une lame noire balaie autour du joueur.;"Pointes 5 × 40 ; lame 60 ; Brûlure noire +3 ; délai 3,5 s";—;Pointes noires à contour blanc, lame noire.;
EVO_112;Ten'in-Tensei (Cycle attraction-répulsion);CO;FUSION;"[""JUT_313"", ""JUT_314""]";[];"Attire violemment les ordinaires à 8 m vers le joueur (arrêt à 2 m) puis les repousse en onde ; collisions.";"Attraction 20 ; répulsion 70 ; délai 8 s";Point d'arrêt jamais sur le joueur.;Lignes convergentes puis anneau blanc.;
EVO_113;Senpō — Rasenshuriken ermite;OA;EVEIL;"[""EVO_096""]";[];"Le Rasenshuriken est lancé (sans contact), explose en dôme de 5 m ; les ennemis au centre sont fixés 0,5 s.";"Impact 120 ; dôme 16 × 12 ; délai 3,0 s";"Déclenchable seulement pendant la transformation la première fois ; ensuite permanent.";Dôme blanc plus grand, marques d'ermite sur l'icône.;TRF_002|TRF_003
EVO_114;Chō Ōdama Rasen Tarengan (Méga-orbes multiples);AV;EVEIL;"[""EVO_084""]";[];Trois orbes géants lancés en rafale sur 3 cibles.;"3 × 150 ; onde 60 ; délai 2,6 s";—;Trois orbes de 32 px en séquence.;TRF_002
EVO_115;Kirin — Tonnerre céleste;CO;EVEIL;"[""EVO_022""]";[];Deux bêtes de foudre tombent successivement (0,5 s) et le nuage reste 6 s.;"2 × 170 ; éclairs 25 × 14 ; délai 11 s";Micro-pause locale uniquement.;Deux bêtes de 80 px, nuage persistant.;TRF_005|TRF_006
EVO_116;Amaterasu — Susanoo enflammé;CO;EVEIL;"[""EVO_091""]";[];Le joueur est entouré d'un anneau de flammes noires (3 m) qui pose Brûlure noire en continu.;"Anneau 20 par tick ; transmissions illimitées ; délai 6 s";—;Anneau noir à contour blanc et rouge.;TRF_006|TRF_007
EVO_117;Kage Bunshin — Armée du Kyūbi;CO;EVEIL;"[""EVO_069""]";[];Les clones portent le manteau du Kyūbi : plafond 6, chaque clone frappe d'un bras de chakra (2 m) et les Rasengan coordonnés deviennent Ōdama.;"Frappe 40 ; Rasengan coordonné 6 × 90 ; délai 3,5 s";Plafond global de 8 unités respecté.;Clones auréolés d'orange, contour bleu conservé.;TRF_001|TRF_003
EVO_118;Désert impérial;CO;EVEIL;"[""EVO_044""]";[];"Tout l'écran devient SABLE ; chaque seconde, un cercueil de masse part sur le groupe le plus dense.";"6 × 90 par seconde ; délai 1,0 s";Plafond de surfaces respecté.;Sol entièrement sableux, vagues légères.;TRF_011
EVO_119;Lotus de la Porte;CO;EVEIL;"[""EVO_055""]";[];Avec ≥ 6 Portes ouvertes : chaque Lotus s'enchaîne sur 4 cibles et projette des flammes (Brûlure).;"4 × 160 ; délai 6 s";Hors Portes ≥ 6 : fonctionne comme Lotus de la jeunesse.;Aura verte, bandages enflammés.;TRF_009
EVO_120;Forêt primordiale;CO;EVEIL;"[""EVO_041""]";[];"La forêt profonde se régénère sans délai tant que le joueur y reste ; les arbres lancent des pieux (JUT_124 niv. 8).";"Forêt 12 par tick ; pieux 5 × 30 / 2 s";Couloirs de 2 m garantis.;Troncs anciens, pollen doré.;TRF_016|EQP_038
