id;nom;type;mode;carte;personnage;rang;condition;recompenses;dependances
MIS_118;Maîtrise avancée — Hinata — Poings de lion;recrutement;Standard;MAP_012;CHR_017;B;Avec Hinata (maîtrise 4) : vaincre Pain.;"{""ryo"": 250, ""deblocages"": [""CHR_018""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_012"", ""MIS_117""]"
MIS_119;Recrutement — Shikamaru Nara;recrutement;Standard;MAP_005;TOUS;C;Immobiliser 200 ennemis (toute source) dans une run réussie.;"{""ryo"": 250, ""deblocages"": [""CHR_019""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_005""]"
MIS_120;Maîtrise avancée — Shikamaru — Héritier d'Asuma;recrutement;Standard;MAP_011;CHR_019;B;Avec Shikamaru (maîtrise 4) : vaincre Hidan.;"{""ryo"": 250, ""deblocages"": [""CHR_020""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_011"", ""MIS_119""]"
MIS_121;Recrutement — Shino Aburame;recrutement;Standard;MAP_003;TOUS;C;Appliquer 2 000 cumuls de Parasité ou de Poison (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_021""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_003""]"
MIS_122;Recrutement — Kiba Inuzuka;recrutement;Standard;MAP_001;TOUS;C;Avoir 2 compagnons ANIMAL simultanés pendant 30 s.;"{""ryo"": 250, ""deblocages"": [""CHR_022""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_002""]"
MIS_123;Maîtrise avancée — Kiba — Garōga;recrutement;Standard;MAP_005;CHR_022;B;Avec Kiba (maîtrise 5) : vaincre Kimimaro.;"{""ryo"": 250, ""deblocages"": [""CHR_023""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_005"", ""MIS_122""]"
MIS_124;Recrutement — Kankurō;recrutement;Standard;MAP_008;TOUS;C;Éliminer 300 ennemis avec des unités alliées dans une run.;"{""ryo"": 250, ""deblocages"": [""CHR_024""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_004""]"
MIS_125;Maîtrise avancée — Kankurō — Marionnette de Sasori;recrutement;Standard;MAP_008;CHR_024;B;Avec Kankurō (maîtrise 5) : vaincre Sasori.;"{""ryo"": 250, ""deblocages"": [""CHR_025""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_008"", ""MIS_124""]"
MIS_126;Recrutement — Temari;recrutement;Standard;MAP_004;TOUS;C;Repousser 1 000 ennemis (recul) dans une run.;"{""ryo"": 250, ""deblocages"": [""CHR_026""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_004""]"
MIS_127;Recrutement — Jiraiya;recrutement;Standard;MAP_003;TOUS;C;Embraser 500 cellules d'huile (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_027""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_003""]"
MIS_128;Maîtrise avancée — Jiraiya — Mode Ermite;recrutement;Standard;MAP_012;CHR_027;B;Avec Jiraiya (maîtrise 5) : vaincre Pain.;"{""ryo"": 250, ""deblocages"": [""CHR_028""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_012"", ""MIS_127""]"
MIS_129;Recrutement — Tsunade;recrutement;Standard;MAP_003;TOUS;C;Terminer une run avec plus de 1 000 PV soignés.;"{""ryo"": 250, ""deblocages"": [""CHR_029""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_003""]"
MIS_130;Recrutement — Orochimaru;recrutement;Standard;MAP_003;TOUS;C;Vaincre Orochimaru au rang C.;"{""ryo"": 250, ""deblocages"": [""CHR_030""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_003""]"
MIS_131;Recrutement — Itachi Uchiha;recrutement;Standard;MAP_009;TOUS;C;Vaincre Itachi.;"{""ryo"": 250, ""deblocages"": [""CHR_031""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_009""]"
MIS_132;Maîtrise avancée — Itachi — Réanimé;recrutement;Standard;MAP_016;CHR_031;B;Avec Itachi (maîtrise 6) : terminer la Plaine de la guerre.;"{""ryo"": 250, ""deblocages"": [""CHR_032""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_016"", ""MIS_131""]"
MIS_133;Recrutement — Kisame Hoshigaki;recrutement;Standard;MAP_010;TOUS;C;Vaincre Kisame.;"{""ryo"": 250, ""deblocages"": [""CHR_033""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_010""]"
MIS_134;Maîtrise avancée — Kisame — Maître des requins;recrutement;Standard;MAP_010;CHR_033;B;Avec Kisame (maîtrise 5) : maintenir 300 cellules d'EAU.;"{""ryo"": 250, ""deblocages"": [""CHR_034""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_010"", ""MIS_133""]"
MIS_135;Recrutement — Deidara;recrutement;Standard;MAP_008;TOUS;C;Détruire 200 obstacles avec des explosions (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_035""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_008""]"
MIS_136;Maîtrise avancée — Deidara — Artiste aérien;recrutement;Standard;MAP_015;CHR_035;B;Avec Deidara (maîtrise 6) : vaincre Hachibi.;"{""ryo"": 250, ""deblocages"": [""CHR_036""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_015"", ""MIS_135""]"
MIS_137;Recrutement — Sasori;recrutement;Standard;MAP_008;TOUS;C;Vaincre Sasori.;"{""ryo"": 250, ""deblocages"": [""CHR_037""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_008""]"
MIS_138;Maîtrise avancée — Sasori — Troisième Kazekage;recrutement;Standard;MAP_017;CHR_037;B;Avec Sasori (maîtrise 5) : vaincre Mū.;"{""ryo"": 250, ""deblocages"": [""CHR_038""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_017"", ""MIS_137""]"
MIS_139;Recrutement — Pain (Chemin des Dieux);recrutement;Standard;MAP_012;TOUS;C;Vaincre Pain.;"{""ryo"": 250, ""deblocages"": [""CHR_039""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_012""]"
MIS_140;Maîtrise avancée — Pain — Six Chemins;recrutement;Standard;MAP_020;CHR_039;B;Avec Pain (maîtrise 6) : terminer le Champ final.;"{""ryo"": 250, ""deblocages"": [""CHR_040""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020"", ""MIS_139""]"
MIS_141;Recrutement — Minato Namikaze;recrutement;Standard;MAP_013;TOUS;C;Vaincre Kurama.;"{""ryo"": 250, ""deblocages"": [""CHR_041""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_013""]"
MIS_142;Maîtrise avancée — Minato — Chakra de Kurama;recrutement;Standard;MAP_020;CHR_041;B;Avec Minato (maîtrise 6) : vaincre Madara.;"{""ryo"": 250, ""deblocages"": [""CHR_042""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020"", ""MIS_141""]"
MIS_143;Recrutement — Madara Uchiha;recrutement;Standard;MAP_020;TOUS;C;Vaincre Madara.;"{""ryo"": 250, ""deblocages"": [""CHR_043""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020""]"
MIS_144;Maîtrise avancée — Madara — Rinnegan;recrutement;Standard;MAP_020;CHR_043;B;Avec Madara (maîtrise 7) : vaincre Madara au rang S.;"{""ryo"": 250, ""deblocages"": [""CHR_044""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020"", ""MIS_143""]"
MIS_145;Recrutement — Might Guy;recrutement;Standard;MAP_004;TOUS;C;Avec Rock Lee : vaincre Gaara.;"{""ryo"": 250, ""deblocages"": [""CHR_045""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_004""]"
MIS_146;Recrutement — Ino Yamanaka;recrutement;Standard;MAP_013;TOUS;C;Faire éliminer 100 ennemis par des ennemis confus (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_046""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_013""]"
MIS_147;Recrutement — Chōji Akimichi;recrutement;Standard;MAP_005;TOUS;C;Terminer une run avec plus de 180 PV max.;"{""ryo"": 250, ""deblocages"": [""CHR_047""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_005""]"
MIS_148;Recrutement — Tenten;recrutement;Standard;MAP_004;TOUS;C;Lancer 5 000 projectiles OUTIL (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_048""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_004""]"
MIS_149;Maîtrise avancée — Tenten — Trésors du Sage;recrutement;Standard;MAP_016;CHR_048;B;Avec Tenten (maîtrise 5) : vaincre Kinkaku et Ginkaku.;"{""ryo"": 250, ""deblocages"": [""CHR_049""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_016"", ""MIS_148""]"
MIS_150;Recrutement — Sai;recrutement;Standard;MAP_014;TOUS;C;Éliminer 500 ennemis avec des unités alliées (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_050""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_014""]"
MIS_151;Recrutement — Yamato;recrutement;Standard;MAP_013;TOUS;C;Créer 200 structures (murs, cages, arbres) (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_051""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_012""]"
MIS_152;Recrutement — Asuma Sarutobi;recrutement;Standard;MAP_011;TOUS;C;Vaincre Kakuzu.;"{""ryo"": 250, ""deblocages"": [""CHR_052""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_011""]"
MIS_153;Recrutement — Haku;recrutement;Standard;MAP_002;TOUS;C;Vaincre Haku (lieutenant) sans être gelé ni entravé.;"{""ryo"": 250, ""deblocages"": [""CHR_053""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_002""]"
MIS_154;Recrutement — Zabuza Momochi;recrutement;Standard;MAP_002;TOUS;C;Vaincre Zabuza au rang C.;"{""ryo"": 250, ""deblocages"": [""CHR_054""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_002""]"
MIS_155;Recrutement — Konan;recrutement;Standard;MAP_012;TOUS;C;Vaincre Konan (lieutenant).;"{""ryo"": 250, ""deblocages"": [""CHR_055""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_012""]"
MIS_156;Recrutement — Hidan;recrutement;Standard;MAP_011;TOUS;C;Vaincre Hidan.;"{""ryo"": 250, ""deblocages"": [""CHR_056""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_011""]"
MIS_157;Recrutement — Kakuzu;recrutement;Standard;MAP_011;TOUS;C;Vaincre Kakuzu en détruisant ses 4 masques.;"{""ryo"": 250, ""deblocages"": [""CHR_057""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_011""]"
MIS_158;Recrutement — Killer Bee;recrutement;Standard;MAP_015;TOUS;C;Vaincre Killer Bee (lieutenant).;"{""ryo"": 250, ""deblocages"": [""CHR_058""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_015""]"
MIS_159;Recrutement — Hashirama Senju;recrutement;Standard;MAP_020;TOUS;C;Couvrir 100 cellules de BOIS (cumul, toutes entrées).;"{""ryo"": 250, ""deblocages"": [""CHR_059""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020""]"
MIS_160;Recrutement — Tobirama Senju;recrutement;Standard;MAP_016;TOUS;C;Réaliser 50 esquives parfaites en une run.;"{""ryo"": 250, ""deblocages"": [""CHR_060""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_016""]"
MIS_161;Recrutement — Obito Uchiha (Tobi);recrutement;Standard;MAP_019;TOUS;C;Vaincre Obito.;"{""ryo"": 250, ""deblocages"": [""CHR_061""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_019""]"
MIS_162;Maîtrise avancée — Obito — Jinchūriki du Dix-Queues;recrutement;Standard;MAP_020;CHR_061;B;Avec Obito (maîtrise 7) : vaincre Madara.;"{""ryo"": 250, ""deblocages"": [""CHR_062""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_020"", ""MIS_161""]"
MIS_163;Recrutement — Kabuto Yakushi;recrutement;Standard;MAP_007;TOUS;C;Vaincre Kabuto.;"{""ryo"": 250, ""deblocages"": [""CHR_063""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_007""]"
MIS_164;Maîtrise avancée — Kabuto — Mode Ermite serpent;recrutement;Standard;MAP_016;CHR_063;B;Avec Kabuto (maîtrise 6) : sceller 20 réanimés.;"{""ryo"": 250, ""deblocages"": [""CHR_064""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_016"", ""MIS_163""]"
MIS_165;Recrutement — Hiruzen Sarutobi;recrutement;Standard;MAP_013;TOUS;C;Posséder 4 affinités élémentaires dans une run réussie.;"{""ryo"": 250, ""deblocages"": [""CHR_065""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_013""]"
MIS_166;Recrutement — Kurenai Yūhi;recrutement;Standard;MAP_013;TOUS;C;Appliquer 500 contrôles de genjutsu (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_066""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_013""]"
MIS_167;Recrutement — Kimimaro Kaguya;recrutement;Standard;MAP_005;TOUS;C;Vaincre Kimimaro.;"{""ryo"": 250, ""deblocages"": [""CHR_067""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_005""]"
MIS_168;Recrutement — Mei Terumī;recrutement;Standard;MAP_010;TOUS;C;Corroder 300 ennemis (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_068""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_010""]"
MIS_169;Recrutement — Ōnoki;recrutement;Standard;MAP_017;TOUS;C;Vaincre Mū.;"{""ryo"": 250, ""deblocages"": [""CHR_069""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_017""]"
MIS_170;Recrutement — A (Quatrième Raikage);recrutement;Standard;MAP_014;TOUS;C;Vaincre A (lieutenant) au Sommet des Kage.;"{""ryo"": 250, ""deblocages"": [""CHR_070""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_014""]"
MIS_171;Recrutement — Darui;recrutement;Standard;MAP_015;TOUS;C;Déclencher 300 Conductions (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_071""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_015""]"
MIS_172;Recrutement — Pakura;recrutement;Standard;MAP_008;TOUS;C;Terminer Suna avec une technique Katon et une Fūton.;"{""ryo"": 250, ""deblocages"": [""CHR_072""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_008""]"
MIS_173;Recrutement — Rasa (Quatrième Kazekage);recrutement;Standard;MAP_017;TOUS;C;Aimanter 300 ennemis (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_073""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_017""]"
MIS_174;Recrutement — Chiyo;recrutement;Standard;MAP_008;TOUS;C;Avec une entrée APT_MARIO : vaincre Sasori.;"{""ryo"": 250, ""deblocages"": [""CHR_074""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_008""]"
MIS_175;Recrutement — Karin;recrutement;Standard;MAP_007;TOUS;C;Survivre 60 s sous 20 % de PV (cumul dans une run).;"{""ryo"": 250, ""deblocages"": [""CHR_075""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_007""]"
MIS_176;Recrutement — Suigetsu Hōzuki;recrutement;Standard;MAP_007;TOUS;C;Vaincre Jūgo (lieutenant).;"{""ryo"": 250, ""deblocages"": [""CHR_076""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_007""]"
MIS_177;Recrutement — Kushina Uzumaki;recrutement;Standard;MAP_013;TOUS;C;Entraver 300 ennemis (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_077""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_013""]"
MIS_178;Recrutement — Shisui Uchiha;recrutement;Standard;MAP_009;TOUS;C;Réaliser 30 esquives parfaites en une run.;"{""ryo"": 250, ""deblocages"": [""CHR_078""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_009""]"
MIS_179;Recrutement — Konohamaru Sarutobi;recrutement;Standard;MAP_001;TOUS;C;Réaliser 3 runs avec 3 entrées différentes.;"{""ryo"": 250, ""deblocages"": [""CHR_079""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_002""]"
MIS_180;Recrutement — Mū (Deuxième Tsuchikage);recrutement;Standard;MAP_017;TOUS;C;Éliminer 200 ennemis avec des techniques Jinton ou Kamui (cumul).;"{""ryo"": 250, ""deblocages"": [""CHR_080""], ""autres"": ""Fiche d'Archives du personnage""}";"[""MIS_017""]"
MIS_181;Rang S — Pont sans brume;expert;Standard;MAP_002;TOUS;S;Vaincre Zabuza au rang S sans être touché par l'Assassinat silencieux.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_182;Rang S — Examen parfait;expert;Standard;MAP_004;TOUS;S;Vaincre Gaara au rang S en moins de 3 min de combat.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_183;Rang S — Vallée en crue;expert;Standard;MAP_006;TOUS;S;Terminer la Vallée de la Fin au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_184;Rang S — Pluie éternelle;expert;Standard;MAP_012;TOUS;S;Vaincre Pain au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_185;Rang S — Nuit rouge;expert;Standard;MAP_013;TOUS;S;Vaincre Kurama au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_186;Rang S — Sommet glacé;expert;Standard;MAP_014;TOUS;S;Vaincre Danzō au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_187;Rang S — Orage de Kumo;expert;Standard;MAP_015;TOUS;S;Vaincre Hachibi au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_188;Rang S — Champ final;expert;Standard;MAP_020;TOUS;S;Vaincre Madara au rang S.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_020""]"
MIS_189;Rang S+ — Champ final;expert;Standard;MAP_020;TOUS;S+;Vaincre Madara (Dix-Queues) au rang S+.;"{""ryo"": 1100, ""deblocages"": [], ""autres"": ""Cosmétique d'expert ; titre""}";"[""MIS_188""]"
MIS_190;Rang S+ — Dimension de Kamui;expert;Standard;MAP_019;TOUS;S+;Vaincre Obito au rang S+.;"{""ryo"": 1100, ""deblocages"": [], ""autres"": ""Cosmétique d'expert ; titre""}";"[""MIS_188""]"
MIS_191;Rang S+ — Amegakure;expert;Standard;MAP_012;TOUS;S+;Vaincre Pain au rang S+.;"{""ryo"": 1100, ""deblocages"": [], ""autres"": ""Cosmétique d'expert ; titre""}";"[""MIS_188""]"
MIS_192;Rang S+ — Repaire Uchiha;expert;Standard;MAP_009;TOUS;S+;Vaincre Itachi au rang S+.;"{""ryo"": 1100, ""deblocages"": [], ""autres"": ""Cosmétique d'expert ; titre""}";"[""MIS_188""]"
MIS_193;Expert — Sans évolution;expert;Standard;MAP_016;TOUS;A;Vaincre le boss au rang A sans évolution ni fusion.;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_194;Expert — Signature seule niveau 8;expert;Standard;MAP_010;TOUS;A;Terminer au rang A en n'améliorant que la technique signature jusqu'à 15:00.;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_195;Expert — Trois techniques;expert;Standard;MAP_011;TOUS;A;Terminer au rang A avec au plus 3 techniques.;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_196;Expert — Sans esquive;expert;Standard;MAP_008;TOUS;A;Terminer au rang A sans utiliser l'esquive.;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_197;Expert — Passifs interdits;expert;Standard;MAP_018;TOUS;A;Terminer au rang A sans aucun passif.;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_016""]"
MIS_198;Expert — Aucun soin;expert;Standard;MAP_017;TOUS;S;Terminer au rang S sans aucun soin.;"{""ryo"": 900, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_188""]"
MIS_199;Expert — Toutes les cartes;expert;Standard;MAP_020;TOUS;A;Vaincre les 20 boss finaux au rang A (cumul).;"{""ryo"": 800, ""deblocages"": [], ""autres"": ""Cosmétique d'expert""}";"[""MIS_020""]"
MIS_200;Expert — Légende du shinobi;expert;Standard;MAP_020;TOUS;S+;Vaincre Kaguya (secret SEC_020 requis).;"{""ryo"": 1100, ""deblocages"": [], ""autres"": ""Cosmétique d'expert ; titre""}";"[""MIS_189""]"
